,Name,Time Ago,Like,Comment
397,@MrGtoriginal,1 month ago,0,A potential victim could have spent a fraction of the time performing due diligence vs the excessive amount of time spent trying to fruitlessly recoup their losses. Check with you local financial regulatory body before parting with a single penny.
398,@Chewiebakke,1 month ago,0,"I see a few comments from UK viewers complaining about a lack of police action. I agree, seeing its underfunding is a not insignificant factor.
Add to that the party in govt's penchant for accepting donations from shady sources such as Russian nationals or ex-nationals, its desire to move the country toward a safe-haven for nefariously made money and it looks like there's not going to be a push to clamp down on dirty money in the near future.

All too often, as intimated in this excellent report, the scammers appear to have law enforcement in their pocket and little to fear.

If you're interested, there are quite a few youtube channels dedicated to baiting, highlighting, reporting and disrupting online/telephone scammers such as Jim Browning https://www.youtube.com/@JimBrowning & @ScammerPayback https://www.youtube.com/@ScammerPayback amongst others."
399,@unforseenconsequences,1 month ago,0,When I read the title I thought this was about the TV licence fee in the UK.
400,@DJPKTV,1 month ago,3,the voice of this documentary is so funny I cant take this seriously lol
401,@roverdover4449,1 month ago,0,"When they say you need to add more money in order to get it out, ouch, then it hits, you've been scammed."
402,@KuyaCalvin,1 month ago,97,"The truth is, if they wanted to trace it - they would. If they wanted to get them arrested, they would. It will never end."
403,@user-ig6wb7ih5k,1 month ago,1,Could we please also ask journalist Simona Weinglass to investigate the London Capital & Finance plc (LCF) network?
404,@jackwachtel-scott8000,1 month ago,0,Any opportunity that seems too good to be true invariably isn't true.
405,@kkkkk755,1 month ago,0,most ppl in binarys or forex lose... is not because they get scammed... its because its the hardest things to do
406,@MrCZRC,1 month ago,0,"According to the US Commodity Futures Trading Commission (CFTC), over $8 billion was scammed in the FTX case. The CFTC accused FTX of using customer funds to prop up Alameda Research, a crypto trading platform that was also founded by Sam Bankman-Fried. Alameda lost over $3.7 billion over its lifetime, and FTX was forced to file for bankruptcy in November 2022.

Wheres the video coverage for this?"
407,@Fav240,1 month ago,21,"Nice videos I've heard about stock market, cryptocurrency and forex trading investing and I would love to invest but I have no idea how to invest in any of these."
408,@5thdimensionliving727,1 month ago,62,These scammers are shameless disgraceful people destroying the lives of hardworking innocent people - they all need to go to jail
409,@greg3306,1 month ago,0,IMO there is a thin line between legitimate sales and scams. Don’t investors do their “homework “ before doing business with anyone?
410,@MMP2021,1 month ago,0,"The only time i got a 90%+ return was a full margin HF Index trade, it's not something you can promise because of the high risk as a company, i hope people understand that those numbers are not realistic to advertise as a company. A 5% monthly is already a high amount for a company to advertise to their customers but far more realistic than 70-90% gain a day"
411,@matopetrusic7838,1 month ago,0,this is why they should bring back a certain type of capital punishment...
412,@kiwimark62,1 month ago,0,"Investor money is meant to be taken. Investors would take everything they could - whether deserved, earned or not. Play the game, be willing to lose"
413,@lerichroi4129,1 month ago,1,"Can't the victims bank trace where the money goes and cashback? And if they do not call Americans, then why can't the same system Americans used to protect its citizens be replicated?"
414,@konigschwarz2565,1 month ago,8,Please continue to do this sort of investigative journalism.
415,@londonmaths5294,1 month ago,0,"Please do a reporting on Benefits fraud, some people take benefits work only 24 or 16 hours legally as required by DWP. However rest of the time work as Cash in hand, doesn’t pay taxes or NI , mostly work in off-licence, restaurants, car wash, work as a delivery driver for restaurants in cash, etc ..
One of my friend asked me money so someone can allocate a council house.
Corruption is everywhere, people living on street and those people are making money out of it. 
Hope this will be caught one day"
416,@marym22,1 month ago,0,CORRUPTION MUST END THESE COUNTRIES IN ORDER TO MOVE FORWARD!
417,@TEXTGaneshaCy01OnTe_legram,1 month ago,0,"He retrieved 23lakh
He’s not fraud 
He’s cybersecurity expert"
418,@sirianofmorley,1 month ago,0,It's odd that the BBC has done something positive.
419,@TEXTGaneshaCy01OnTe_legram,1 month ago,0,"He retrieved 23lakh
He’s not fraud 
He’s cybersecurity expert"
420,@Light-Eater,1 month ago,75,Thank you for your work. I hope the British justice system will learn from their German collogues how to combat these syndicates.
421,@divonteschiller8788,1 month ago,961,"It amazes me greatly how I go from living an average lifestyle to making over 63k per month
I've learned a lot over the past few years that there are plenty of opportunities in the financial markets; all it takes is just to focus on the right thing. Credits to Zach Micah Demers"
422,@jantschierschky3461,1 month ago,0,"The good old boiler room scam. That scam is old and had movies made about it. Everyone can be scammed, but the old rule, is if it sounds too good to be true,  it is."
423,@kungfreddie,1 month ago,0,Banking needs to be able to pull money back faster from different countries.
424,@fritzmilas6208,1 month ago,0,"Watched your video and you mentioned there were 152 known groups associated. I am wondering if there is a list on line where I could review this list. If I find a group who I'm looking for, I will notify you who is sponsoring  it.  Thank  you."
425,@bayouboy8744,1 month ago,6,It never ceases to amaze me how otherwise intelligent people when confronted with an opportunity to be greedy will just throw Common Sense out the window.
426,@omaiamokena7894,1 month ago,0,I would like to see how they would do this under the Quantum Financial System.
427,@ThomasSowell_,1 month ago,0,Shame the BBC doesn't go in this deep with the government or THE WORLD ECONOMIC FORUM OR PHARMACEUTICAL COMPANIES
428,@w4u227,1 month ago,0,"POST THIS IN COMMENTS ON EVERY BBC CHANNEL VIDEOS 
A List of suggestions for BBC for their upcoming documentaries: 
1. The Kohinoor and colonial loot, 
2. An outdated monarchy and unhealthy obsession with royals and
3. Racism in 2023. 
WE ARE WAITING..................."
429,@alane3983,1 month ago,1,"Like drugs, the way to defeat them is to not use them. It’s in the hands of the victims. These people wouldn’t lend $100 to their deadbeat cousin but will send thousands of pounds or dollars to some random stranger. education is the key. Programs like this one really help, I think. Amazing investigative effort."
430,@dakariuish7004,1 month ago,0,Big up And Shout out the people not investing in the little people. Its our slave trade that keeps things moving such as the staff at even this company showing us this video lol
431,@vincentmugendi9632,1 month ago,55,"The most important lesson you'll ever learn, ""If it sounds too good to be true, it probably is"""
432,@darkangellove,1 month ago,0,It’s safe to invest in established entities not obviously scammy companies like these
433,@davidfrancisc6838,1 month ago,0,"To be honest investing has its own risks,  this is one of those risks , in any deal involving money is a loss, otherwise it will be balanced!!!the laws of fizic are applied everywhere. 
Someone gain/win someone losing.
You want to be richer than prepare yourself to deal with even richer persons  or ambitious people to becoming one.Good luck"
434,@brentfoo3938,1 month ago,0,I'm an IT/security/investment pro so this crap wouldn't trick me but i can see how this would fool a lot of people. Without anything else just the return guarantees alone would clue me into this is FAKE.I was assuming a bunch of older people were the ones that were tricked but i was wrong.
435,@dodgeysolenoid5567,1 month ago,0,"They're just exploiting one of the 5 deadly sins ""GREED"". We've only got our own weakness to blame."
436,@pravinasings8254,1 month ago,0,"I have a way to stop it.  People need to stop being greedy.  Yes, it's greed.  That is the hook.  If it seems too good to be true, you can't trust it.  If people stopped giving their money, they would be out of business."
437,@woodymonte,1 month ago,40,This is exactly what Sam Bankman-Fried set as the standard for his FTX fraud.  Even to joining up with sports venues.
438,@mymixture965,1 month ago,0,"In a sport that is full with money, it is totally logical that scammers want to connect and sponsor, so many victims, so much profits. These people who get scammed are not the normal bunch, it is greed and so they pay for there greed. There is no free lunch, period. Typical for soccer/football/Fussball, a scam as a sport and sponsored by scammers."
439,@mandypandy8593,1 month ago,0,Simona your a Badass journalist.
440,@paulineverriere8054,1 month ago,0,"If it sounds to good to be true, it usually is"
441,@VI5H,1 month ago,0,Should make every ordinary person who votes for less regulations that this is what you get when you reduce regulations. Regulations are the only way to protect people from corporations and criminal organizations like this and the only people who push for less regulations are the ones who make money from scamming people.
442,@mohammadhashemi1771,1 month ago,0,i get calls from these scammers every day one thing i dont understand is how come tge authorities dont strike off those so called trading companies and close down the bank accounts
443,@gungalagunga3869,1 month ago,3,Incredible journalism. Thank you.
444,@11Music18,1 month ago,0,Amazing work
445,@mrsweeves7035,1 month ago,1,Real grass roots reporting seriously good job
446,@shineandre,1 month ago,0,Praying for you that your work will cause those castles of scammers to fall down and that all these men identified will not only face justice but be punished for life.
447,@olliemoore11,1 month ago,0,Those so called victims would have been wise to buy support and sell resistance or at least wait for a pullback and then buy.
448,@GODSREAL,1 month ago,1,It's actually how the stock market works
449,@rufdymond,1 month ago,74,"I never understand why someone would hand their money over to someone who calls them on the phone. I had one of these idiots call me up a few weeks ago, saying he was from the FCA. I laughed at him, told him to F off and go scam someone else. Don’t be polite with these people - tell them to FO and put down the phone. Plus never invest in something you do not explicitly understand, that’s just stupid. We all work hard for our money, you must work just as hard learning to look after it."
450,@Strade8,1 month ago,0,"Giving someone money and expecting to have them multiply is basically what loan sharks do. Where do people think their money come from? Either some lost it or someone payed way too much interests on it, because they are probably desperate. So yeah.. Being angry at others, because they stole money on the premises that you could have done the same to others, through legal means, isn't very much a higher moral ground."
451,@georgegeorge4835,1 month ago,0,"I hope people realise that if the British government's bill, The Retained EU Laws Bill, goes through, the laws which regulate against all of this kind of activity upon which those regulatory bodies operate will no longer have a legal framework.  
If we don't have effective laws and regulations then this is what we can expect. What this shows us is that the regulations we have are inadequate and are in need of review and reinforcement, not abolition, but at least we have something.  
If the Retained EU Laws bill goes through it will open the floodgates to scammers like this, partly because this government have no plans to right new laws, but mostly because there will suddenly be no laws that define the criminality."
452,@jaberulhaq1771,1 month ago,0,"Yes...! Football Clubs are Accountable for these Scams,.."
453,@keithhenry19,1 month ago,0,I always advise people to befriend a cryptographer to help you do due diligence before investing
454,@Kiwalabyetimothyshsh,1 month ago,0,Need more of this
455,@factsdebunkedtv6687,1 month ago,8,This documentary made me even more anxious dealing with financial issues.
456,@occupier1,1 month ago,0,I think that the football clubs revenue that they made from payments from the scammers should be reimbursed to the local areas residents that have been scammed?
457,@douglasdyer9350,1 month ago,0,"In my capacity as a financial advisor, a resaon able rate of return on an investment is in single digits (4 to 6%). Any figure above that is reflected in the entire market returning those same dollars.
In my opinion, investing is never sexy and is a long game played over a lifetime."
458,@speedingatheist,1 month ago,0,"""promises of big money"" That's the reason why gullible people get scammed. Greed makes people do stupid things."
459,@enkuneheyob3499,1 month ago,0,Brilliant job
460,@squirrelcovers6340,1 month ago,0,It's so sad that people are that GULLIBLE.
461,@peteturner8493,1 month ago,11,"Thank you for your hard work the UK financial authorities response appears to be non existent perhaps the BBC could go and ask why, as Europe is actively chasing these scammers would make for another very interesting video?"
462,@matinyama2317,1 month ago,1,Investment should always be in something you hold in your hands and it’s in your possession other types of investment have high risk of being scammed or played on. Scammers are not smart the investors are below average IQ
463,@oneone9884,1 month ago,0,As crypto starts to rebound the greed factor will be too much to resist.
464,@prakashjaya8698,1 month ago,0,Great job.
465,@introman1016,1 month ago,0,16:20 The faces of greed right there.
466,@mattgreen7796,1 month ago,0,"Wait, if you’re pretending to be someone else, then someone else might be scammed"
467,@louiekiwi,1 month ago,5,"Well done, imagine if journalists went this deep into Geo Political stories."
468,@mco4972,1 month ago,0,You can be sure FC Sevilla or Leeds Utd  management was aware of the scam
469,@AussieBob-bl8iz,1 month ago,1,"The solution is not this exposure. It is great, but 'you cant save the world'. Young people need to be taught more about this type of scam in schools  - so much 'education' these days is political and social rubbish . Being taught to be sceptical and astute and wise about financial matters is not being done these days. The solution to 'fools and their money are soon parted' is not more policing, it is better education."
470,@user-vh5de4kf1h,1 month ago,0,Every platform they advertise those companies must pay for competition
471,@russbuttypennyblackblade,1 month ago,0,"One California midwife said “that since 2020, she’s been seeing…silver/gray placentas. Some of them are shrunken, so not big enough to deliver a normal baby, and many midwives are reporting that they have to deliver babies early because the placenta can’t sustain a full-term baby,” Wolf said on “War Room” Tuesday.

“And she showed me an image of a placenta that was like two inches in circumference – narrower, shorter smaller – than a normal placenta,” she continued, adding that midwives are also seeing “calcifications” on the placentas of vaccinated moms.

Wolf also made an alarming claim that the midwives she’s spoken to haven’t seen any normal placentas since the COVID vaccine rollout, suggesting vaccine shedding may be affecting unvaccinated women.

“Since the vaccines rolled out, she said she’s seeing no normal placentas,” Wolf said. “I asked her to send me an image of a normal placenta post-2020, and she said she doesn’t have any. They’re all compromised. So she’s concerned about shedding compromising the placentas of unvaccinated moms.“

If that wasn’t bad enough, Wolf claimed the midwives are seeing many more early deliveries due to the compromised placentas and health issues in babies soon after birth.

One midwife said “that babies often come out seeming okay, and they go home and they get rushed to the hospital within a day because they are in respiratory distress, and she’s never seen that so frequently before.”"
472,@wilsonbethlehem3101,1 month ago,0,Politic/politicians and scam/scammers are very similar
473,@noramaddy4409,1 month ago,10,As long as people think they can lazily earn money by investing there will be scammers. There is only one way to earn money and that is to work for it.
474,@acajudi100,1 month ago,0,"Happy I moved to Queretaro in 2021 at 79/ I  have been coming and  living mainly in Acapulco, Earthquakes were  the deal breakers for Acapulco. Nothing is wrong with my triger finger, so it was best I left before I had to eliminate a John Gacy look a like trying to get in my apartment at all days and nights, but i heavily blocked my doors, and my bedroom door, and i was ready to tcb."
475,@redangrybird7564,1 month ago,0,"I do condemn the scammers but they just prey on the greed of the dumb ""investors"", LOL, they deserve each other."
476,@NoSalavatingNosuckrifice,1 month ago,0,Do not ever never ever invest in anything over the phone or online if they don't reveal their face via video call - simple!!!! The moment I ask them to make video call and explain to me about the business proposal? Watch how fast they run .
477,@realworkoutsforrealpeople5041,1 month ago,0,This is journalism.
478,@nwalk3939,1 month ago,0,"Greed will get you every time. If it's sound too good to be true, IT IS!!"
479,@ThePoliticalBulldog,1 month ago,5,The host nations of these scams must be held accountable.
480,@syproful,1 month ago,1,DR Nino is the type of bloodhound you only release out of necessity
481,@williamhoole2065,1 month ago,0,"If you don't do your due diligence your a sucker..
They are blaming the scanners but not themselves. 
Did they ever as well see  if the investments were sustainable or ethical as well.
I don't feel sorry for them: they are as uncaring as the scammers themselves..."
482,@James-mw7zv,1 month ago,1,If people weren't so effing greedy they wouldn't fall for these scammers. As despicable as these sewer rats are the victims are at fault for desiring ton of freebie. Settle for reasonable return on your investment and you will never be scammed.
483,@jessicajohn1962,1 month ago,0,Who could believe in a 70-80% return?
484,@bigjohnhansome5779,1 month ago,0,I initially thought they were going to talk about the BBC licence fee.
485,@redrum4486,1 month ago,5,I worked at a modelling agency that did similar and worked with celeb promotions and it made me feel so guilty I quit after a week.  Our office of 15 sales reps made like min 200k each month. Crazy how much money there is in the world.. we would have notes like this 36:48 for everyone we called but in a excel spreadsheet... crazy how much everything is the same
486,@RedShipsofSpainAgain,1 month ago,1,"Mgeladze (Georgian: მგელაძე) is a Georgian noble family. In Georgian it literally means ""son of a wolf""."
487,@drunkntigr,1 month ago,0,It's a shame the algorhythm won't be showing this to potential victims as they're probably on the poker or tiktok channels...
488,@user-fn2zn2wv2e,1 month ago,0,She didn't try that hard to speak with him! The butler opened the door for her to walk in!
489,@c.sc.9353,1 month ago,1,"the comment at the end says it all  - as long as ""it"" is so attractive and so corrupting, it will be next to impossible for ANY society in ANY political system to conjure up the wherewithal to stop this corruption and scamming."
490,@e.t.calledme,1 month ago,0,Has any money been recovered and returned to rightful owners?
491,@FirstnameLastname-py3bc,1 month ago,71,Thanks for shredding light on most scum persons in Georgia - by coincidence whole western establishment put 2 decades effort to promote those personalities as good politicians
492,@Mike-qq7tj,1 month ago,2,Phil should sue the criminals to get his 341 k back.
493,@velagogova582,1 month ago,0,"The journalist's diction detracts from the gravity of the investigation. Everything has a downward intonation pattern, an awful lack of emphatic stress and, altogether, you would think that one of the Kardashian sisters dubbed this production. 
Also, as harsh as this may sound, I have little sympathy for someone who had £340,000 already but acted out on their greed to the point of losing it all. Nobody out there wants to double your assets out of the kindness of their own heart. Use your brains."
494,@JLapps129,1 month ago,0,Unbelievable
495,@jonsnow6741,1 month ago,0,The UK police are more interested in chasing those having offended someone on twitter . This would require actual police work and they are not up to the task .
496,@gilmaguirola,1 month ago,0,Andrew Tate just schooled the BBC
497,@HD-tv1xf,1 month ago,4,"This kind of scam is rampant in indonesia too. But usually the employees in charge of finding client has no idea that the company they are working for is a scam. The employees also receive no salary, but only commission based on how much client ""invest""."
498,@thedoctor3372,1 month ago,1,"It's like you gave the coffee girl at the Starbucks in Berkeley a microphone and said ""Here, you narrate this."""
499,@babatu6717,1 month ago,0,"37:57 ""There should be some kind of law enforcement in Great Britain, as far as I know. So that's their main responsibility.""
Wrong answer. When you take to the tv screens to boast all over the world how great is your work you can't afford such stupidity. And even in the narrow sense of everyday investigative routine you can't catch a bad actor if you go at it alone. Such attitude is the main reason we still see international crimes on the rise."
500,@easyfundbles2608,1 month ago,1,ohh that is so intersting for non english speakers like me to start watching the documentaries like this
501,@yagotta1,1 month ago,0,Seems like the perfect time for the Equalizer to mete justice.
502,@greenlover4522,1 month ago,1,How did he purchase £18milion house ? Shame on uk to not extradite him to Goergia for his crimes.
503,@robf9562,1 month ago,3,Greed and gullibility are a very dangerous combination.
504,@kirafitzpatrick7599,1 month ago,0,"Absolutely amazing. Great journalism. But I have to say, it is really difficult to listen to her voice."
505,@rasdva6950,1 month ago,0,"Started watching the video  - on minute One I told my wife that I would bet anything that there's a certain ethnic group behind this scam, regardless which country they are based in... Turned out I was right, again.
My question is - am I at fault of being politically incorrect or even worse (racist?) for being able to so easily guess these scammers?"
506,@panyu2000,1 month ago,1,The title is spot on.
507,@pstewart5443,1 month ago,1,I am not surprised it happened in the Ukraine.  I'm sure Hunter and James gave Joe his 10%.  It's amazing to me that some of these educated and experienced people fell for it.  It would be nice if they just went ahead and made this a death penalty offense.
508,@meh3247,1 month ago,0,"You can't con an honest man, and we should all have absolutely no sympathy for anyone who thinks they can get anything for NOTHING. Enjoy the fruits of your greed, ""victims""."
509,@JohanSimpson-gw5cj,1 month ago,4,There must be a way to stop them or prosecute them.
510,@Zenovarse,1 month ago,0,He is obviously not the top of the chain... The fact that you couldn't talk about him before and you can do it now indicates this very fact.
511,@garnhamr,1 month ago,0,No different to salespeople basically. Say anything and everything to make the sale and get their commission
512,@richardstockerson8213,1 month ago,1,"360billion pounds stolen from digital wallets in uk last six months alone!. 
what if they haven’t stolen? 
they have just vanished from uk accounts for the tax purposes.
i admire the efford and information of this video. it is a blessing. 
please be carefull, countries are rich as much as their clean money, powerful as much as their dirty money."
513,@jipenn8771,1 month ago,0,Can someone tell me if the Optimonk platform is legit as well? Hope to hear from you soon. Thanks.
514,@rustyyb8450,1 month ago,0,Stayed at a hostel in Kyiv and met an Muslim Algerian fellow who had worked for a group calling people for the purpose of convincing them to make suggested investments. He said it was all scams.
515,@fatimamanneh9144,1 month ago,54,"Thank you BBC, very informative"
516,@parnalysis4228,1 month ago,0,Bottom line is do your homework and dont get scammed. There are no get rich quick methods and if anyone is guaranteeing you better than about 5% p/a on ANY investment its BS
517,@kjdtm,1 month ago,0,We need more good cops that do this... nobody should be allowed to scam ...
518,@JohnCODERSLASH22ontheINTERNET,1 month ago,2,the only person I stand to respect and love is no other than the uphold programmer ️who have been constantly giving out positive reviews  gaining Access to recover back hacked crypto.
519,@brianwheeldon4643,1 month ago,0,"How and why do people fall for this sort of thing? It's been happening since time immemorial. It happened big time in the 1980's under Thatcher and again with Blair. When the education system covertly teaches greed is good, it's echoing Wall Street and The City of London. Junk Bonds, Enron, you name it.  I recall  colleagues at Citibank international chorussing greed is good. So when the 'ordinary' person in a weak moment allows the emotion of greed to take control, they're easy meat for the scammers. And the scammers can be the big banks too, it's what banking is about worldwide. Remember, Roosevelt wouldn't allow bankers to take part in Bretton Woods, for a reason."
520,@JohnCODERSLASH22ontheINTERNET,1 month ago,2,the only person I stand to respect and love is no other than the uphold programmer ️who have been constantly giving out positive reviews  gaining Access to recover back hacked crypto.
521,@ethereal9454,1 month ago,4,How impressive is investigative journalism!
522,@bennyhinu,1 month ago,1,"I'm from Canada 🇨🇦🇨🇦
Ever since I met Mrs Sophia I'm now living big life she's the best"
523,@wasaabisaabi8809,1 month ago,1,This all happens because of greed and I don't just mean the scammers. When a person is overcome with greed he/she will ignore critical thinking.
524,@truthful7263,1 month ago,0,Signs of times Sadly when we get greedy We  are very easily deceived Deception is Satan #1 weapon.
525,@AnujFalcon,1 month ago,0,Good luck guys!
526,@tamdaradei,1 month ago,0,"FINANCIAL COMPANIES, PARABANKS, CRYPTO SHOULD BE PROHIBITED TO ADVERTISE UNTIL THEY ARE VERIFIED BY THE SERVICES"
527,@coriolan1963,1 month ago,3,Thank you BBC! Excellent report.
528,@user-wp4gq5ce4j,1 month ago,0,"Great imvestigative work, it was , however a struggle to listen to the journalist’s voice."
529,@lonceyshealth9730,1 month ago,0,"The reason we fall for scams like this is because we love money which is the root of all evil, never satisfied or content with whatever we have 

Repent for the Kingdom of Heaven is at hand

God shall not be mocked we reap what we sew"
530,@williamwells1862,1 month ago,0,So how did they get away with it to begin with???
531,@seanhunter1984,1 month ago,0,"I think if I take advice from some footballer reading his lines like a parrot, I deserve to be scammed."
532,@kalebarancelovic1478,1 month ago,0,"How to avoid scams- 
1) don't answer unknown numbers.
2) if you didn't ask for what they're pitching, hang up."
533,@JustBleed91,1 month ago,8,It is like a movie. Coolest documentary o my god I have very rarely seen such a high quality masterpiece
534,@drivewithbishop4426,1 month ago,0,I'm literally trading right now watching this making money. How ironic.
535,@koontroll3364,1 month ago,0,"the main players:
David Todua, Michael Benimini, Rati Chelidze, Guram Gogeshvili, Joseph Mgeladze
and Davit Kezerashvili, a Georgian former defence minister"
536,@shortscenes9338,1 month ago,0,The BBC should know all about scams.
537,@ciaranmccormack4434,1 month ago,0,"Lol at anyone that deposits in crypto, literally the perfect way to supply scammers with an untraceable currency"
538,@pupazadintei2135,1 month ago,0,"the scammer is actually this ""investigating"" reporter."
539,@bobjames6622,1 month ago,32,It was actually very clever of the scammers to target an audience not known for their intelligence....football fans! LOL!
540,@Ocanepa01,1 month ago,1,"Pretty please , with Sugar on top.  Pulp Fiction line.  Good ass documentary."
541,@InservioLetum,1 month ago,0,"I really wish horror and sport content could just be flagged as uncivilised, to give people the opportunity to automatically remove it with a spam filter."
542,@princeshaul,1 month ago,0,I struggle handing over a hundred much less thousands  they saw them coming a mile away..
543,@4u2nvinmtl,1 month ago,0,@9:09 if you send $500 in bitcoin isn't the ledger for bitcoin public too keep accountability and mine/processed transactions via this public ledger? Seems way to easy of a way to track down where the investors bitcoins are going...
544,@MomToBeFamous,1 month ago,0,"Governments are supporting these crimes, else these criminals should have been put in jail."
545,@philipk9783,1 month ago,64,These scammers deserve a special place in hell.
546,@stopato5772,1 month ago,0,"To our friends in Georgia and Ukraine, please go out and stop these criminals and help clean up your country. There is an easy solution."
547,@mohammadhashemi1771,1 month ago,0,i like how she brings up Russia every now and then even though all roads lead to Ukraine
548,@oshunblack6883,1 month ago,0,"He  cant blame leeds united for his mistake. Why did leeds use them? The same reason he signed up to them. GREED. Leeds got paid serious millions for promotion and he wanted to make millions and do no research on the company, so he cant cry about it now that he got scammed. Its his own fault."
549,@BharatSingh-zk8lx,1 month ago,0,Russia saved a lot of people from getting scammed
550,@latticesev1746,1 month ago,1,"And how the man can afford a 18mn GBP house in London? They all got very wealthy with ""no"" links to the scam companies?.... Maybe HMRC could investigate?"
551,@LennarthAnaya,1 month ago,3,imagine the BBC being this diligent always and not just occasionally
552,@kristofz.markovics7332,1 month ago,1,"I really respect all these brave journalists and documentaries, since Im really into all kinds of investigation topics, but unfortunately the voice and accentuation techniques of this journalist was very annoying, not matched to a professional voiceover at all - but that is only my taste, of course."
553,@cafepablo,1 month ago,0,"It sounds like the Bernie Madoff scheme, but modernized. I imagine we'll see many of these schemes as they're so cheap to setup and operate."
554,@jackspring7709,1 month ago,0,Lol - for a moment I thought this was an admission about the license fee.
555,@LilyLovecraft,1 month ago,2,6 minutes in and that voice is already killing me inside
556,@yoursongs3581,1 month ago,0,"This type of scams also running in india .
I think this is per year more than 1000 crore rupees scam . In many cities more than 1000 company running some individual are also doing 
The are giving stock tips crypto tips if any company have sebi( security and exchange board of India) resistration they also doing same thing.  This is very big scam I seen by my self"
557,@Abc-vx4uz,1 month ago,27,"And the US is  portraying Kezerashvili ,the head of this scam as the opposition leader in Georgia. What a shame !"
558,@galwayvideonews3625,1 month ago,0,"Theres an old adage. ""If it's too good to be true.""  it invariably is rotten."
559,@royalbarristermark1,1 month ago,4,"Successful people don't become that way overnight. what most people see at a glace- wealth.a great career, purpose-is the result of hard work and hustle over time.I pray that anyone who reads this will be successful in life."
560,@mikechil2948,1 month ago,0,Put them in jail for long
561,@hexstaticloonatic4194,1 month ago,0,Gotta love youtube trying to feed me a trading ad in between. Least it wasn't an Elon Musk crypto scam this time
562,@jade7249,1 month ago,0,These scammers breed on peoples greed
563,@nathgideon,1 month ago,2,"Football clubs, Celebrities and Influencers just have to do better. you must carry out your Due diligence before accepting a brand deal to protect your fans... if not done, they should also be persecuted for promoting scams"
564,@damonmelendez856,1 month ago,1,My god the vocal fry on this reporter is insane. I do commend her investigative abilities tho.
565,@HeathLaaandddaannn,1 month ago,0,Lol the law enforcement in the UK is not focusing on this at all… sadly. They’re more interested in playing cops and robbers.
566,@user-iq9ff1ws7s,1 month ago,0,I honestly thought the scam was going to be BBC license 'fee'
567,@drakependraig7083,1 month ago,2,Her voice and countenance is like watching a Robot Chicken episode.
568,@provax4925,1 month ago,0,Our law enforcement needs to catch up with technologies. Most of the thugs are not on the street anymore.
569,@abdulhaqballim4765,1 month ago,14,Simona Weinglass ; a big thank you.
570,@MrMarshmelloBoi,1 month ago,0,"Changing Alex's voice should be a disgrace, because the reporter thinks he doesn't speak English or doesn't have a voice. Absolutely disrespectful, and shame on the reporter."
571,@philprovenzale6484,1 month ago,2,"Welcome to Earth! It's been the same story for thousands of years, just a different way."
572,@PrivateInformation-xn1ml,1 month ago,0,There are so many people in this world that are so gullible. Its all about money and the people being scammed are doing the same thing....trying to make lots of money...if it seems too good to be true.......
573,@alpa8462,1 month ago,0,Benemini (Mishka) has a lot of call centers in Albania and operates with the full support of the government because it has partnership with PM''s brother.
574,@melvinch,1 month ago,0,"After watching BBC reporter get grilled by Elon Musk, can I even trust any BBC video anymore?"
575,@franconavarro4899,1 month ago,4,There are so many disguises for scammers. “Trading” is one of them. There is also “real state investment” scammers that need to be looked into. Those types that supposedly sell you tips on how to create a property portafolio with “no money at all” or “other people’s money”. They appear on videos showing off their expensive car collection and attracting innocent people
576,@myzz9x9,1 month ago,1,"This is a competitive world where sheeps are eaten alive. Not long ago we were fighting for survival where only the most adaptable where able to survive. If you get scammed, it's on you. Do your due dillegence, do your homeworks and you won't fall for such a blatant scam. Don't blame the football clubs, don't blame the government, blame yourself for your inability to use critical thinking especially when it's too good to be true ""80% return in 2 days"". If you're not tech savy, stick to the low return yet safe investment products that your bank offers."
577,@worldweary1913,1 month ago,0,"""Criminal investigations are highly complex"" especially when the culprits are in Israel, gets a little fuzzy for the crown."
578,@irelandsailor,1 month ago,0,Greed is the knife  and the scars are deep.
579,@alliumglobe6167,1 month ago,0,"If the main heads are still at large and x- ray business claims is legitimate, then, someone in UK is protecting them, or the there is an undercover operation in UK, not yet made public. Lack of investigation of them in UK can be explained just in those terms."
580,@mohamb3785d,1 month ago,1,"I lost nearly 70000$ in forex,stock market inside a year, but even if I’m not proud of my stupidity there i would’ve never trusted anyone with such promises"
581,@limestreetlab,1 month ago,18,I love and appreciate Investigative Journalists
582,@bullxead4278,1 month ago,0,Taxation and free public services are more profitable for scammers in financial institutions.
583,@tioo5265,1 month ago,1,"I like your story lines.      
Have a nice day.  
                                              T)"
584,@40BelowBooks,1 month ago,0,"If you believe in that high of a return, what can I say, greed will screw you every time. The 'Darling' talk, the scammer accent, get real, run, run, run!"
585,@JohnLincolnUSA,1 month ago,0,"It's disappointing to note that the title of your video comes across as clickbait, as the actual content failed to meet expectations. While the issue at hand is significant, the structure, logic, and continuity of your presentation leave a lot to be desired. 

As crucial as the information presented in the video may be to the general public, it is with great dismay that I express my disappointment towards the monotonous nature of the edits, intonation and overall continuity of the episode. The lack of creativity and spontaneity is not only apparent but also extremely disengaging. 

A more dynamic approach in identifying the key individuals involved in the matter at hand would have gone a long way in keeping the viewers alert and intrigued. It is regrettable that the presentation is lengthy, and the audience is subjected to a torturous experience that requires a tremendous amount of effort to endure. 

This is quite surprising, especially considering that the production is affiliated with the reputable BBC network."
